source_id,target_id,edge_type,data_source,confidence_score,evidence_count
GO:GO:0051093,GO:GO:0048519,go_term_is_a,GeneOntology,,0.0
GO:GO:0051093,GO:GO:0050793,go_term_is_a,GeneOntology,,0.0
GO:GO:0051094,GO:GO:0048518,go_term_is_a,GeneOntology,,0.0
GO:GO:0051094,GO:GO:0050793,go_term_is_a,GeneOntology,,0.0
GO:GO:0051119,GO:GO:0015144,go_term_is_a,GeneOntology,,0.0
GO:GO:0051128,GO:GO:0050794,go_term_is_a,GeneOntology,,0.0
GO:GO:0051129,GO:GO:0048523,go_term_is_a,GeneOntology,,0.0
GO:GO:0051129,GO:GO:0051128,go_term_is_a,GeneOntology,,0.0
GO:GO:0051130,GO:GO:0048522,go_term_is_a,GeneOntology,,0.0
GO:GO:0051130,GO:GO:0051128,go_term_is_a,GeneOntology,,0.0
GO:GO:0051156,GO:GO:0006796,go_term_is_a,GeneOntology,,0.0
GO:GO:0051156,GO:GO:0019637,go_term_is_a,GeneOntology,,0.0
GO:GO:0051156,GO:GO:1901135,go_term_is_a,GeneOntology,,0.0
GO:GO:0051174,GO:GO:0019222,go_term_is_a,GeneOntology,,0.0
GO:GO:0051179,GO:GO:0008150,go_term_is_a,GeneOntology,,0.0
GO:GO:0051180,GO:GO:0006810,go_term_is_a,GeneOntology,,0.0
GO:GO:0051219,GO:GO:0005515,go_term_is_a,GeneOntology,,0.0
GO:GO:0051222,GO:GO:0051050,go_term_is_a,GeneOntology,,0.0
GO:GO:0051222,GO:GO:0051223,go_term_is_a,GeneOntology,,0.0
GO:GO:0051222,GO:GO:1903829,go_term_is_a,GeneOntology,,0.0
GO:GO:0051222,GO:GO:1904951,go_term_is_a,GeneOntology,,0.0
GO:GO:0051223,GO:GO:0051049,go_term_is_a,GeneOntology,,0.0
GO:GO:0051223,GO:GO:0070201,go_term_is_a,GeneOntology,,0.0
GO:GO:0051224,GO:GO:0051051,go_term_is_a,GeneOntology,,0.0
GO:GO:0051224,GO:GO:0051223,go_term_is_a,GeneOntology,,0.0
GO:GO:0051224,GO:GO:1903828,go_term_is_a,GeneOntology,,0.0
GO:GO:0051224,GO:GO:1904950,go_term_is_a,GeneOntology,,0.0
GO:GO:0051234,GO:GO:0051179,go_term_is_a,GeneOntology,,0.0
GO:GO:0051239,GO:GO:0050789,go_term_is_a,GeneOntology,,0.0
GO:GO:0051240,GO:GO:0048518,go_term_is_a,GeneOntology,,0.0
GO:GO:0051240,GO:GO:0051239,go_term_is_a,GeneOntology,,0.0
GO:GO:0051241,GO:GO:0048519,go_term_is_a,GeneOntology,,0.0
GO:GO:0051241,GO:GO:0051239,go_term_is_a,GeneOntology,,0.0
GO:GO:0051246,GO:GO:0060255,go_term_is_a,GeneOntology,,0.0
GO:GO:0051246,GO:GO:0080090,go_term_is_a,GeneOntology,,0.0
GO:GO:0051247,GO:GO:0010604,go_term_is_a,GeneOntology,,0.0
GO:GO:0051247,GO:GO:0051246,go_term_is_a,GeneOntology,,0.0
GO:GO:0051248,GO:GO:0010605,go_term_is_a,GeneOntology,,0.0
GO:GO:0051248,GO:GO:0051246,go_term_is_a,GeneOntology,,0.0
GO:GO:0051249,GO:GO:0002694,go_term_is_a,GeneOntology,,0.0
GO:GO:0051251,GO:GO:0002696,go_term_is_a,GeneOntology,,0.0
GO:GO:0051251,GO:GO:0051249,go_term_is_a,GeneOntology,,0.0
GO:GO:0051252,GO:GO:0019219,go_term_is_a,GeneOntology,,0.0
GO:GO:0051252,GO:GO:0060255,go_term_is_a,GeneOntology,,0.0
GO:GO:0051253,GO:GO:0010605,go_term_is_a,GeneOntology,,0.0
GO:GO:0051253,GO:GO:0045934,go_term_is_a,GeneOntology,,0.0
GO:GO:0051253,GO:GO:0051252,go_term_is_a,GeneOntology,,0.0
GO:GO:0051254,GO:GO:0010604,go_term_is_a,GeneOntology,,0.0
GO:GO:0051254,GO:GO:0051252,go_term_is_a,GeneOntology,,0.0
GO:GO:0051276,GO:GO:0006996,go_term_is_a,GeneOntology,,0.0
GO:GO:0051341,GO:GO:0050790,go_term_is_a,GeneOntology,,0.0
GO:GO:0051353,GO:GO:0043085,go_term_is_a,GeneOntology,,0.0
GO:GO:0051353,GO:GO:0051341,go_term_is_a,GeneOntology,,0.0
GO:GO:0051384,GO:GO:0031960,go_term_is_a,GeneOntology,,0.0
GO:GO:0051393,GO:GO:0042805,go_term_is_a,GeneOntology,,0.0
GO:GO:0051425,GO:GO:0019904,go_term_is_a,GeneOntology,,0.0
GO:GO:0051445,GO:GO:0051726,go_term_is_a,GeneOntology,,0.0
GO:GO:0051445,GO:GO:2000241,go_term_is_a,GeneOntology,,0.0
GO:GO:0051446,GO:GO:0045787,go_term_is_a,GeneOntology,,0.0
GO:GO:0051446,GO:GO:0051445,go_term_is_a,GeneOntology,,0.0
GO:GO:0051446,GO:GO:2000243,go_term_is_a,GeneOntology,,0.0
GO:GO:0051489,GO:GO:0120032,go_term_is_a,GeneOntology,,0.0
GO:GO:0051491,GO:GO:0051489,go_term_is_a,GeneOntology,,0.0
GO:GO:0051491,GO:GO:0120034,go_term_is_a,GeneOntology,,0.0
GO:GO:0051492,GO:GO:0032231,go_term_is_a,GeneOntology,,0.0
GO:GO:0051492,GO:GO:0110020,go_term_is_a,GeneOntology,,0.0
GO:GO:0051493,GO:GO:0033043,go_term_is_a,GeneOntology,,0.0
GO:GO:0051494,GO:GO:0010639,go_term_is_a,GeneOntology,,0.0
GO:GO:0051494,GO:GO:0051493,go_term_is_a,GeneOntology,,0.0
GO:GO:0051497,GO:GO:0032232,go_term_is_a,GeneOntology,,0.0
GO:GO:0051497,GO:GO:0051492,go_term_is_a,GeneOntology,,0.0
GO:GO:0051701,GO:GO:0044403,go_term_is_a,GeneOntology,,0.0
GO:GO:0051707,GO:GO:0043207,go_term_is_a,GeneOntology,,0.0
GO:GO:0051707,GO:GO:0044419,go_term_is_a,GeneOntology,,0.0
GO:GO:0051716,GO:GO:0009987,go_term_is_a,GeneOntology,,0.0
GO:GO:0051716,GO:GO:0050896,go_term_is_a,GeneOntology,,0.0
GO:GO:0051721,GO:GO:0019903,go_term_is_a,GeneOntology,,0.0
GO:GO:0051726,GO:GO:0050794,go_term_is_a,GeneOntology,,0.0
GO:GO:0051783,GO:GO:0033043,go_term_is_a,GeneOntology,,0.0
GO:GO:0051785,GO:GO:0010638,go_term_is_a,GeneOntology,,0.0
GO:GO:0051785,GO:GO:0051783,go_term_is_a,GeneOntology,,0.0
GO:GO:0051881,GO:GO:0042391,go_term_is_a,GeneOntology,,0.0
GO:GO:0051896,GO:GO:1902531,go_term_is_a,GeneOntology,,0.0
GO:GO:0051897,GO:GO:0051896,go_term_is_a,GeneOntology,,0.0
GO:GO:0051897,GO:GO:1902533,go_term_is_a,GeneOntology,,0.0
GO:GO:0051960,GO:GO:2000026,go_term_is_a,GeneOntology,,0.0
GO:GO:0051961,GO:GO:0051093,go_term_is_a,GeneOntology,,0.0
GO:GO:0051961,GO:GO:0051241,go_term_is_a,GeneOntology,,0.0
GO:GO:0051961,GO:GO:0051960,go_term_is_a,GeneOntology,,0.0
GO:GO:0052742,GO:GO:0001727,go_term_is_a,GeneOntology,,0.0
GO:GO:0052742,GO:GO:0016773,go_term_is_a,GeneOntology,,0.0
GO:GO:0055056,GO:GO:0015149,go_term_is_a,GeneOntology,,0.0
GO:GO:0055082,GO:GO:0019725,go_term_is_a,GeneOntology,,0.0
GO:GO:0055082,GO:GO:0048878,go_term_is_a,GeneOntology,,0.0
GO:GO:0055085,GO:GO:0006810,go_term_is_a,GeneOntology,,0.0
GO:GO:0055085,GO:GO:0009987,go_term_is_a,GeneOntology,,0.0
GO:GO:0055086,GO:GO:0006139,go_term_is_a,GeneOntology,,0.0
GO:GO:0055086,GO:GO:0044281,go_term_is_a,GeneOntology,,0.0
GO:GO:0055088,GO:GO:0048878,go_term_is_a,GeneOntology,,0.0
GO:GO:0055089,GO:GO:0055088,go_term_is_a,GeneOntology,,0.0
GO:GO:0055090,GO:GO:0055088,go_term_is_a,GeneOntology,,0.0
GO:GO:0055091,GO:GO:0055088,go_term_is_a,GeneOntology,,0.0
GO:GO:0055092,GO:GO:0055088,go_term_is_a,GeneOntology,,0.0
GO:GO:0055093,GO:GO:0006950,go_term_is_a,GeneOntology,,0.0
GO:GO:0055093,GO:GO:0036296,go_term_is_a,GeneOntology,,0.0
GO:GO:0055094,GO:GO:0009719,go_term_is_a,GeneOntology,,0.0
GO:GO:0055094,GO:GO:0042221,go_term_is_a,GeneOntology,,0.0
GO:GO:0060070,GO:GO:0016055,go_term_is_a,GeneOntology,,0.0
GO:GO:0060089,GO:GO:0003674,go_term_is_a,GeneOntology,,0.0
GO:GO:0060090,GO:GO:0003674,go_term_is_a,GeneOntology,,0.0
GO:GO:0060147,GO:GO:0010468,go_term_is_a,GeneOntology,,0.0
GO:GO:0060149,GO:GO:0010628,go_term_is_a,GeneOntology,,0.0
GO:GO:0060149,GO:GO:0048519,go_term_is_a,GeneOntology,,0.0
GO:GO:0060149,GO:GO:0060147,go_term_is_a,GeneOntology,,0.0
GO:GO:0060205,GO:GO:0031410,go_term_part_of,GeneOntology,,0.0
GO:GO:0060205,GO:GO:0031983,go_term_is_a,GeneOntology,,0.0
GO:GO:0060205,GO:GO:0070013,go_term_is_a,GeneOntology,,0.0
GO:GO:0060249,GO:GO:0048871,go_term_is_a,GeneOntology,,0.0
GO:GO:0060251,GO:GO:0042127,go_term_is_a,GeneOntology,,0.0
GO:GO:0060253,GO:GO:0008285,go_term_is_a,GeneOntology,,0.0
GO:GO:0060253,GO:GO:0014014,go_term_is_a,GeneOntology,,0.0
GO:GO:0060253,GO:GO:0060251,go_term_is_a,GeneOntology,,0.0
GO:GO:0060255,GO:GO:0019222,go_term_is_a,GeneOntology,,0.0
GO:GO:0060259,GO:GO:0050795,go_term_is_a,GeneOntology,,0.0
GO:GO:0060260,GO:GO:0006357,go_term_is_a,GeneOntology,,0.0
GO:GO:0060260,GO:GO:2000142,go_term_is_a,GeneOntology,,0.0
GO:GO:0060261,GO:GO:0045944,go_term_is_a,GeneOntology,,0.0
GO:GO:0060261,GO:GO:0060260,go_term_is_a,GeneOntology,,0.0
GO:GO:0060261,GO:GO:2000144,go_term_is_a,GeneOntology,,0.0
GO:GO:0060263,GO:GO:0019222,go_term_is_a,GeneOntology,,0.0
GO:GO:0060264,GO:GO:0002697,go_term_is_a,GeneOntology,,0.0
GO:GO:0060264,GO:GO:0045088,go_term_is_a,GeneOntology,,0.0
GO:GO:0060264,GO:GO:0050727,go_term_is_a,GeneOntology,,0.0
GO:GO:0060264,GO:GO:0051239,go_term_is_a,GeneOntology,,0.0
GO:GO:0060264,GO:GO:0060263,go_term_is_a,GeneOntology,,0.0
GO:GO:0060266,GO:GO:0002698,go_term_is_a,GeneOntology,,0.0
GO:GO:0060266,GO:GO:0045824,go_term_is_a,GeneOntology,,0.0
GO:GO:0060266,GO:GO:0050728,go_term_is_a,GeneOntology,,0.0
GO:GO:0060266,GO:GO:0051241,go_term_is_a,GeneOntology,,0.0
GO:GO:0060266,GO:GO:0060264,go_term_is_a,GeneOntology,,0.0
GO:GO:0060266,GO:GO:0060268,go_term_is_a,GeneOntology,,0.0
GO:GO:0060266,GO:GO:0060284,go_term_is_a,GeneOntology,,0.0
GO:GO:0060267,GO:GO:0009893,go_term_is_a,GeneOntology,,0.0
GO:GO:0060267,GO:GO:0060263,go_term_is_a,GeneOntology,,0.0
GO:GO:0060268,GO:GO:0009892,go_term_is_a,GeneOntology,,0.0
GO:GO:0060268,GO:GO:0060263,go_term_is_a,GeneOntology,,0.0
GO:GO:0060284,GO:GO:0045595,go_term_is_a,GeneOntology,,0.0
GO:GO:0060290,GO:GO:0030154,go_term_is_a,GeneOntology,,0.0
GO:GO:0060330,GO:GO:0045088,go_term_is_a,GeneOntology,,0.0
GO:GO:0060330,GO:GO:0060759,go_term_is_a,GeneOntology,,0.0
GO:GO:0060331,GO:GO:0045824,go_term_is_a,GeneOntology,,0.0
GO:GO:0060331,GO:GO:0060330,go_term_is_a,GeneOntology,,0.0
GO:GO:0060331,GO:GO:0060761,go_term_is_a,GeneOntology,,0.0
GO:GO:0060334,GO:GO:0001959,go_term_is_a,GeneOntology,,0.0
GO:GO:0060334,GO:GO:0060330,go_term_is_a,GeneOntology,,0.0
GO:GO:0060336,GO:GO:0001960,go_term_is_a,GeneOntology,,0.0
GO:GO:0060336,GO:GO:0060331,go_term_is_a,GeneOntology,,0.0
GO:GO:0060336,GO:GO:0060334,go_term_is_a,GeneOntology,,0.0
GO:GO:0060341,GO:GO:0032879,go_term_is_a,GeneOntology,,0.0
GO:GO:0060341,GO:GO:0050794,go_term_is_a,GeneOntology,,0.0
GO:GO:0060390,GO:GO:1902531,go_term_is_a,GeneOntology,,0.0
GO:GO:0060392,GO:GO:0060390,go_term_is_a,GeneOntology,,0.0
GO:GO:0060392,GO:GO:0090101,go_term_is_a,GeneOntology,,0.0
GO:GO:0060392,GO:GO:1902532,go_term_is_a,GeneOntology,,0.0
GO:GO:0060396,GO:GO:0007169,go_term_is_a,GeneOntology,,0.0
GO:GO:0060396,GO:GO:0071378,go_term_part_of,GeneOntology,,0.0
GO:GO:0060398,GO:GO:0009966,go_term_is_a,GeneOntology,,0.0
GO:GO:0060416,GO:GO:0043434,go_term_is_a,GeneOntology,,0.0
GO:GO:0060429,GO:GO:0009888,go_term_is_a,GeneOntology,,0.0
GO:GO:0060491,GO:GO:0031344,go_term_is_a,GeneOntology,,0.0
GO:GO:0060491,GO:GO:0044087,go_term_is_a,GeneOntology,,0.0
GO:GO:0060627,GO:GO:0050794,go_term_is_a,GeneOntology,,0.0
GO:GO:0060627,GO:GO:0051049,go_term_is_a,GeneOntology,,0.0
GO:GO:0060759,GO:GO:0048583,go_term_is_a,GeneOntology,,0.0
GO:GO:0060761,GO:GO:0048585,go_term_is_a,GeneOntology,,0.0
GO:GO:0060761,GO:GO:0060759,go_term_is_a,GeneOntology,,0.0
GO:GO:0060765,GO:GO:0033143,go_term_is_a,GeneOntology,,0.0
GO:GO:0060766,GO:GO:0033144,go_term_is_a,GeneOntology,,0.0
GO:GO:0060766,GO:GO:0060765,go_term_is_a,GeneOntology,,0.0
GO:GO:0060828,GO:GO:0030111,go_term_is_a,GeneOntology,,0.0
GO:GO:0060964,GO:GO:1900368,go_term_is_a,GeneOntology,,0.0
GO:GO:0060965,GO:GO:0060964,go_term_is_a,GeneOntology,,0.0
GO:GO:0060965,GO:GO:1900369,go_term_is_a,GeneOntology,,0.0
GO:GO:0060966,GO:GO:0010468,go_term_is_a,GeneOntology,,0.0
GO:GO:0060967,GO:GO:0010628,go_term_is_a,GeneOntology,,0.0
GO:GO:0060967,GO:GO:0048519,go_term_is_a,GeneOntology,,0.0
GO:GO:0060967,GO:GO:0060966,go_term_is_a,GeneOntology,,0.0
GO:GO:0060993,GO:GO:0001822,go_term_part_of,GeneOntology,,0.0
GO:GO:0060993,GO:GO:0009887,go_term_is_a,GeneOntology,,0.0
GO:GO:0061008,GO:GO:0048731,go_term_is_a,GeneOntology,,0.0
GO:GO:0061061,GO:GO:0048856,go_term_is_a,GeneOntology,,0.0
GO:GO:0061178,GO:GO:0050796,go_term_is_a,GeneOntology,,0.0
GO:GO:0061178,GO:GO:0060341,go_term_is_a,GeneOntology,,0.0
GO:GO:0061458,GO:GO:0048731,go_term_is_a,GeneOntology,,0.0
GO:GO:0061470,GO:GO:0042093,go_term_is_a,GeneOntology,,0.0
GO:GO:0061615,GO:GO:0006096,go_term_is_a,GeneOntology,,0.0
GO:GO:0061620,GO:GO:0061615,go_term_is_a,GeneOntology,,0.0
GO:GO:0061621,GO:GO:0061620,go_term_is_a,GeneOntology,,0.0
GO:GO:0061621,GO:GO:0061718,go_term_is_a,GeneOntology,,0.0
GO:GO:0061629,GO:GO:0140297,go_term_is_a,GeneOntology,,0.0
GO:GO:0061695,GO:GO:1990234,go_term_is_a,GeneOntology,,0.0
GO:GO:0061718,GO:GO:0006007,go_term_is_a,GeneOntology,,0.0
GO:GO:0061718,GO:GO:0006090,go_term_is_a,GeneOntology,,0.0
GO:GO:0061853,GO:GO:0030334,go_term_is_a,GeneOntology,,0.0
GO:GO:0061855,GO:GO:0030336,go_term_is_a,GeneOntology,,0.0
GO:GO:0061855,GO:GO:0061853,go_term_is_a,GeneOntology,,0.0
GO:GO:0062012,GO:GO:0019222,go_term_is_a,GeneOntology,,0.0
GO:GO:0062013,GO:GO:0009893,go_term_is_a,GeneOntology,,0.0
GO:GO:0062013,GO:GO:0062012,go_term_is_a,GeneOntology,,0.0
GO:GO:0062014,GO:GO:0009892,go_term_is_a,GeneOntology,,0.0
GO:GO:0062014,GO:GO:0062012,go_term_is_a,GeneOntology,,0.0
GO:GO:0062197,GO:GO:0033554,go_term_is_a,GeneOntology,,0.0
GO:GO:0062197,GO:GO:0070887,go_term_is_a,GeneOntology,,0.0
GO:GO:0062207,GO:GO:0009966,go_term_is_a,GeneOntology,,0.0
GO:GO:0062207,GO:GO:0045088,go_term_is_a,GeneOntology,,0.0
GO:GO:0065007,GO:GO:0008150,go_term_is_a,GeneOntology,,0.0
GO:GO:0065008,GO:GO:0065007,go_term_is_a,GeneOntology,,0.0
GO:GO:0065009,GO:GO:0065007,go_term_is_a,GeneOntology,,0.0
GO:GO:0065010,GO:GO:0043227,go_term_is_a,GeneOntology,,0.0
GO:GO:0065010,GO:GO:0043230,go_term_is_a,GeneOntology,,0.0
GO:GO:0070013,GO:GO:0043229,go_term_part_of,GeneOntology,,0.0
GO:GO:0070013,GO:GO:0043233,go_term_is_a,GeneOntology,,0.0
GO:GO:0070016,GO:GO:0019904,go_term_is_a,GeneOntology,,0.0
GO:GO:0070062,GO:GO:1903561,go_term_is_a,GeneOntology,,0.0
GO:GO:0070161,GO:GO:0030054,go_term_is_a,GeneOntology,,0.0
GO:GO:0070163,GO:GO:0046883,go_term_is_a,GeneOntology,,0.0
GO:GO:0070163,GO:GO:0050708,go_term_is_a,GeneOntology,,0.0
GO:GO:0070165,GO:GO:0046887,go_term_is_a,GeneOntology,,0.0
GO:GO:0070165,GO:GO:0050714,go_term_is_a,GeneOntology,,0.0
GO:GO:0070165,GO:GO:0051240,go_term_is_a,GeneOntology,,0.0
GO:GO:0070165,GO:GO:0070163,go_term_is_a,GeneOntology,,0.0
GO:GO:0070201,GO:GO:0032880,go_term_is_a,GeneOntology,,0.0
GO:GO:0070228,GO:GO:2000106,go_term_is_a,GeneOntology,,0.0
GO:GO:0070229,GO:GO:0070228,go_term_is_a,GeneOntology,,0.0
GO:GO:0070229,GO:GO:2000107,go_term_is_a,GeneOntology,,0.0
GO:GO:0070293,GO:GO:0003014,go_term_is_a,GeneOntology,,0.0
GO:GO:0070302,GO:GO:0080135,go_term_is_a,GeneOntology,,0.0
GO:GO:0070302,GO:GO:1902531,go_term_is_a,GeneOntology,,0.0
GO:GO:0070303,GO:GO:0070302,go_term_is_a,GeneOntology,,0.0
GO:GO:0070303,GO:GO:1902532,go_term_is_a,GeneOntology,,0.0
GO:GO:0070328,GO:GO:0055090,go_term_is_a,GeneOntology,,0.0
GO:GO:0070369,GO:GO:0071664,go_term_is_a,GeneOntology,,0.0
GO:GO:0070369,GO:GO:1990907,go_term_is_a,GeneOntology,,0.0
GO:GO:0070382,GO:GO:0030133,go_term_is_a,GeneOntology,,0.0
GO:GO:0070382,GO:GO:0099503,go_term_is_a,GeneOntology,,0.0
GO:GO:0070412,GO:GO:0046332,go_term_is_a,GeneOntology,,0.0
GO:GO:0070417,GO:GO:0009409,go_term_is_a,GeneOntology,,0.0
GO:GO:0070417,GO:GO:0033554,go_term_is_a,GeneOntology,,0.0
GO:GO:0070482,GO:GO:0009628,go_term_is_a,GeneOntology,,0.0
GO:GO:0070509,GO:GO:0006816,go_term_is_a,GeneOntology,,0.0
GO:GO:0070542,GO:GO:0033993,go_term_is_a,GeneOntology,,0.0
GO:GO:0070542,GO:GO:1901700,go_term_is_a,GeneOntology,,0.0
GO:GO:0070647,GO:GO:0043687,go_term_is_a,GeneOntology,,0.0
GO:GO:0070663,GO:GO:0042127,go_term_is_a,GeneOntology,,0.0
GO:GO:0070665,GO:GO:0008284,go_term_is_a,GeneOntology,,0.0
GO:GO:0070665,GO:GO:0070663,go_term_is_a,GeneOntology,,0.0
GO:GO:0070673,GO:GO:0034097,go_term_is_a,GeneOntology,,0.0
GO:GO:0070837,GO:GO:0015711,go_term_is_a,GeneOntology,,0.0
GO:GO:0070837,GO:GO:0051180,go_term_is_a,GeneOntology,,0.0
GO:GO:0070848,GO:GO:0009719,go_term_is_a,GeneOntology,,0.0
GO:GO:0070873,GO:GO:0032881,go_term_is_a,GeneOntology,,0.0
GO:GO:0070873,GO:GO:0043467,go_term_is_a,GeneOntology,,0.0
GO:GO:0070874,GO:GO:0010605,go_term_is_a,GeneOntology,,0.0
GO:GO:0070874,GO:GO:0045912,go_term_is_a,GeneOntology,,0.0
GO:GO:0070874,GO:GO:0070873,go_term_is_a,GeneOntology,,0.0
GO:GO:0070875,GO:GO:0010604,go_term_is_a,GeneOntology,,0.0
GO:GO:0070875,GO:GO:0010907,go_term_is_a,GeneOntology,,0.0
GO:GO:0070875,GO:GO:0070873,go_term_is_a,GeneOntology,,0.0
GO:GO:0070887,GO:GO:0042221,go_term_is_a,GeneOntology,,0.0
GO:GO:0070887,GO:GO:0051716,go_term_is_a,GeneOntology,,0.0
GO:GO:0070888,GO:GO:0000978,go_term_is_a,GeneOntology,,0.0
GO:GO:0070920,GO:GO:0060966,go_term_is_a,GeneOntology,,0.0
GO:GO:0070920,GO:GO:0080090,go_term_is_a,GeneOntology,,0.0
GO:GO:0071229,GO:GO:0001101,go_term_is_a,GeneOntology,,0.0
GO:GO:0071229,GO:GO:0070887,go_term_is_a,GeneOntology,,0.0
GO:GO:0071230,GO:GO:0043200,go_term_is_a,GeneOntology,,0.0
GO:GO:0071230,GO:GO:0071229,go_term_is_a,GeneOntology,,0.0
GO:GO:0071233,GO:GO:0043201,go_term_is_a,GeneOntology,,0.0
GO:GO:0071233,GO:GO:0071230,go_term_is_a,GeneOntology,,0.0
GO:GO:0071233,GO:GO:1901699,go_term_is_a,GeneOntology,,0.0
GO:GO:0071233,GO:GO:1901701,go_term_is_a,GeneOntology,,0.0
GO:GO:0071322,GO:GO:0009743,go_term_is_a,GeneOntology,,0.0
GO:GO:0071322,GO:GO:1901701,go_term_is_a,GeneOntology,,0.0
GO:GO:0071326,GO:GO:0034284,go_term_is_a,GeneOntology,,0.0
GO:GO:0071326,GO:GO:0071322,go_term_is_a,GeneOntology,,0.0
GO:GO:0071331,GO:GO:0009746,go_term_is_a,GeneOntology,,0.0
GO:GO:0071331,GO:GO:0071326,go_term_is_a,GeneOntology,,0.0
GO:GO:0071333,GO:GO:0001678,go_term_is_a,GeneOntology,,0.0
GO:GO:0071333,GO:GO:0009749,go_term_is_a,GeneOntology,,0.0
GO:GO:0071333,GO:GO:0071331,go_term_is_a,GeneOntology,,0.0
GO:GO:0071345,GO:GO:0034097,go_term_is_a,GeneOntology,,0.0
GO:GO:0071351,GO:GO:0070673,go_term_is_a,GeneOntology,,0.0
GO:GO:0071351,GO:GO:0071345,go_term_is_a,GeneOntology,,0.0
GO:GO:0071362,GO:GO:0045472,go_term_is_a,GeneOntology,,0.0
GO:GO:0071362,GO:GO:1901701,go_term_is_a,GeneOntology,,0.0
GO:GO:0071363,GO:GO:0070848,go_term_is_a,GeneOntology,,0.0
GO:GO:0071363,GO:GO:0071495,go_term_is_a,GeneOntology,,0.0
GO:GO:0071375,GO:GO:0032870,go_term_is_a,GeneOntology,,0.0
GO:GO:0071375,GO:GO:0043434,go_term_is_a,GeneOntology,,0.0
GO:GO:0071375,GO:GO:1901699,go_term_is_a,GeneOntology,,0.0
GO:GO:0071375,GO:GO:1901701,go_term_is_a,GeneOntology,,0.0
GO:GO:0071378,GO:GO:0060416,go_term_is_a,GeneOntology,,0.0
GO:GO:0071378,GO:GO:0071375,go_term_is_a,GeneOntology,,0.0
GO:GO:0071396,GO:GO:0033993,go_term_is_a,GeneOntology,,0.0
GO:GO:0071396,GO:GO:0070887,go_term_is_a,GeneOntology,,0.0
GO:GO:0071398,GO:GO:0070542,go_term_is_a,GeneOntology,,0.0
GO:GO:0071398,GO:GO:0071396,go_term_is_a,GeneOntology,,0.0
GO:GO:0071398,GO:GO:1901701,go_term_is_a,GeneOntology,,0.0
GO:GO:0071402,GO:GO:0051716,go_term_is_a,GeneOntology,,0.0
GO:GO:0071404,GO:GO:0055094,go_term_is_a,GeneOntology,,0.0
GO:GO:0071404,GO:GO:0071402,go_term_is_a,GeneOntology,,0.0
GO:GO:0071453,GO:GO:0070482,go_term_is_a,GeneOntology,,0.0
GO:GO:0071453,GO:GO:0070887,go_term_is_a,GeneOntology,,0.0
GO:GO:0071455,GO:GO:0036295,go_term_is_a,GeneOntology,,0.0
GO:GO:0071455,GO:GO:0055093,go_term_is_a,GeneOntology,,0.0
GO:GO:0071455,GO:GO:0062197,go_term_is_a,GeneOntology,,0.0
GO:GO:0071456,GO:GO:0001666,go_term_is_a,GeneOntology,,0.0
GO:GO:0071456,GO:GO:0033554,go_term_is_a,GeneOntology,,0.0
GO:GO:0071456,GO:GO:0036294,go_term_is_a,GeneOntology,,0.0
GO:GO:0071466,GO:GO:0009410,go_term_is_a,GeneOntology,,0.0
GO:GO:0071466,GO:GO:0070887,go_term_is_a,GeneOntology,,0.0
GO:GO:0071495,GO:GO:0009719,go_term_is_a,GeneOntology,,0.0
GO:GO:0071664,GO:GO:0140513,go_term_is_a,GeneOntology,,0.0
GO:GO:0071692,GO:GO:0033036,go_term_is_a,GeneOntology,,0.0
GO:GO:0071695,GO:GO:0021700,go_term_is_a,GeneOntology,,0.0
GO:GO:0071695,GO:GO:0048856,go_term_part_of,GeneOntology,,0.0
GO:GO:0071705,GO:GO:0006810,go_term_is_a,GeneOntology,,0.0
GO:GO:0071731,GO:GO:1901698,go_term_is_a,GeneOntology,,0.0
GO:GO:0071731,GO:GO:1901700,go_term_is_a,GeneOntology,,0.0
GO:GO:0071732,GO:GO:0071731,go_term_is_a,GeneOntology,,0.0
GO:GO:0071732,GO:GO:1901701,go_term_is_a,GeneOntology,,0.0
GO:GO:0071732,GO:GO:1902170,go_term_is_a,GeneOntology,,0.0
GO:GO:0071772,GO:GO:0070848,go_term_is_a,GeneOntology,,0.0
GO:GO:0071773,GO:GO:0071363,go_term_is_a,GeneOntology,,0.0
GO:GO:0071773,GO:GO:0071772,go_term_is_a,GeneOntology,,0.0
GO:GO:0071805,GO:GO:0006813,go_term_is_a,GeneOntology,,0.0
GO:GO:0071805,GO:GO:0098655,go_term_is_a,GeneOntology,,0.0
GO:GO:0071840,GO:GO:0009987,go_term_is_a,GeneOntology,,0.0
GO:GO:0071889,GO:GO:0005515,go_term_is_a,GeneOntology,,0.0
GO:GO:0071944,GO:GO:0110165,go_term_is_a,GeneOntology,,0.0
GO:GO:0072001,GO:GO:0048731,go_term_is_a,GeneOntology,,0.0
GO:GO:0072114,GO:GO:0048793,go_term_part_of,GeneOntology,,0.0
GO:GO:0072114,GO:GO:0060993,go_term_is_a,GeneOntology,,0.0
GO:GO:0072359,GO:GO:0048731,go_term_is_a,GeneOntology,,0.0
GO:GO:0072521,GO:GO:0008152,go_term_is_a,GeneOntology,,0.0
GO:GO:0072523,GO:GO:0009056,go_term_is_a,GeneOntology,,0.0
GO:GO:0072523,GO:GO:0072521,go_term_is_a,GeneOntology,,0.0
GO:GO:0072524,GO:GO:0008152,go_term_is_a,GeneOntology,,0.0
GO:GO:0072526,GO:GO:0009056,go_term_is_a,GeneOntology,,0.0
